0.00, -35.00,
0.00, -35.00,
0.90, -7.20,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -21.60,
0.00, -20.00,
0.00, -23.00,
0.00, -23.00,
0.00, -23.00,
0.00, -20.00,
0.00, -20.00,
0.20, -25.30,
0.00, -23.00,
0.00, -23.00,
0.00, -23.00,
0.70, -11.90,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -37.00,
0.00, -37.00,
0.00, -25.90,
0.20, -28.80,
0.00, -20.00,
0.00, -20.00,
0.20, -25.40,
0.50, -22.30,
0.00, -20.00,
0.00, -20.00,
0.00, -31.00,
0.00, -31.00,
0.00, -32.10,
0.00, -31.20,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -27.00,
0.00, -27.00,
0.00, -28.00,
