0.00, -32.20,
0.00, -31.60,
0.00, -32.10,
0.00, -31.70,
0.00, -32.60,
0.00, -32.30,
0.00, -32.70,
0.00, -31.80,
0.00, -31.80,
0.00, -31.80,
0.00, -31.00,
0.00, -31.90,
0.00, -31.90,
0.00, -32.70,
0.00, -31.10,
0.00, -32.40,
0.00, -32.70,
0.00, -31.50,
0.00, -32.00,
0.00, -31.30,
0.00, -32.70,
0.00, -32.20,
0.00, -32.60,
0.00, -31.80,
0.00, -31.40,
0.00, -32.00,
0.00, -32.80,
0.00, -32.30,
0.00, -31.40,
0.00, -31.50,
0.00, -32.30,
0.00, -32.10,
0.00, -32.10,
0.00, -32.30,
0.00, -30.80,
0.00, -31.40,
0.00, -31.60,
0.00, -31.60,
0.00, -32.20,
0.00, -32.20,
0.00, -31.60,
0.00, -31.90,
0.00, -31.50,
0.00, -31.40,
0.00, -32.30,
0.00, -31.60,
0.00, -32.40,
0.00, -31.20,
0.00, -31.50,
0.00, -32.00,
0.00, -31.80,
0.00, -31.20,
0.00, -32.00,
0.00, -31.90,
0.00, -32.00,
0.00, -32.10,
0.00, -31.50,
0.00, -32.90,
0.00, -31.40,
0.00, -32.30,
0.00, -32.30,
0.00, -31.00,
0.00, -31.90,
0.00, -31.30,
0.00, -32.10,
0.00, -32.10,
0.00, -30.90,
0.00, -33.00,
0.00, -32.50,
0.00, -31.60,
0.00, -31.80,
0.00, -31.80,
0.00, -32.00,
0.00, -31.60,
0.00, -32.20,
0.00, -31.90,
0.00, -31.60,
0.00, -32.20,
0.00, -31.50,
0.00, -32.20,
0.00, -31.90,
0.00, -32.30,
0.00, -31.40,
0.00, -32.30,
0.00, -31.40,
0.00, -32.40,
0.00, -31.10,
0.00, -31.70,
0.00, -32.40,
0.00, -32.20,
0.00, -31.80,
0.00, -31.70,
0.00, -31.50,
0.00, -32.40,
0.00, -31.60,
0.00, -31.40,
0.00, -32.40,
0.00, -31.80,
0.00, -32.40,
0.00, -32.50,
0.00, -31.60,
0.00, -31.90,
0.00, -31.60,
0.00, -31.60,
0.00, -32.50,
0.00, -32.40,
0.00, -31.40,
0.00, -32.50,
0.00, -31.80,
0.00, -31.90,
0.00, -31.80,
0.00, -32.10,
0.00, -31.60,
0.00, -31.90,
0.00, -30.80,
0.00, -31.90,
0.00, -31.80,
0.00, -34.90,
0.00, -33.90,
0.00, -32.10,
0.00, -33.40,
0.00, -33.10,
0.00, -31.80,
0.00, -30.50,
0.00, -33.10,
0.00, -34.90,
0.00, -32.60,
0.00, -33.60,
0.00, -33.30,
0.00, -33.00,
0.00, -29.90,
0.00, -32.90,
0.00, -30.60,
0.00, -33.00,
0.00, -34.40,
0.00, -33.20,
0.00, -31.50,
0.00, -34.90,
0.00, -34.00,
0.00, -31.40,
0.00, -32.70,
0.00, -33.00,
0.00, -32.50,
0.00, -32.50,
0.00, -33.70,
0.00, -32.70,
0.00, -33.30,
0.00, -29.60,
0.00, -32.10,
0.00, -33.30,
0.00, -28.90,
0.00, -32.80,
0.00, -30.80,
0.00, -34.30,
0.00, -32.30,
0.00, -34.00,
0.00, -32.40,
0.00, -33.70,
0.00, -32.80,
0.00, -32.10,
0.00, -31.20,
0.00, -33.20,
0.00, -34.10,
0.00, -30.90,
0.00, -31.40,
0.00, -31.80,
0.00, -31.50,
0.00, -32.00,
0.00, -32.60,
0.00, -35.20,
0.00, -32.90,
0.00, -29.10,
0.00, -30.90,
0.00, -31.50,
0.00, -32.70,
0.00, -31.80,
0.00, -31.90,
0.00, -30.70,
0.00, -31.90,
0.00, -32.30,
0.00, -29.60,
0.00, -34.00,
0.00, -33.90,
0.00, -33.00,
0.00, -33.80,
0.00, -33.10,
0.00, -32.30,
0.00, -31.90,
0.00, -33.30,
0.00, -31.00,
0.00, -32.70,
0.00, -33.30,
0.00, -33.90,
0.00, -30.30,
0.00, -32.60,
0.00, -35.40,
0.00, -34.30,
0.00, -30.50,
0.00, -33.70,
0.00, -28.30,
0.00, -32.80,
0.00, -31.30,
0.00, -34.00,
0.00, -31.40,
0.00, -34.40,
0.00, -32.30,
0.00, -33.70,
0.00, -33.80,
0.00, -30.50,
0.00, -31.20,
0.00, -33.50,
0.00, -31.40,
0.00, -33.40,
0.00, -29.50,
0.00, -30.40,
0.00, -31.70,
0.00, -34.90,
